,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
29,30,6,Buyer,Low,Low,33,27.0,38.0,31.0,7.0,7.0,38.0,31.0,27.0,7.0,27.0,7.0,27.0,31.0,38.0,38.0,27.0,31.0,7.0,31.0,38.0
30,31,6,Seller,High,Low,0,8.0,13.0,30.0,5.0,8.0,5.0,30.0,5.0,5.0,8.0,5.0,8.0,30.0,13.0,5.0,13.0,30.0,5.0,30.0,8.0
31,32,5,Seller,High,High,0,33.0,17.0,47.0,17.0,17.0,39.0,17.0,47.0,33.0,17.0,47.0,47.0,17.0,39.0,17.0,17.0,47.0,33.0,17.0,17.0
32,33,5,Buyer,Low,Low,90,32.0,46.0,46.0,46.0,46.0,22.0,46.0,46.0,32.0,26.0,26.0,26.0,26.0,46.0,26.0,22.0,46.0,32.0,46.0,26.0
33,34,2,Buyer,Low,High,80,45.0,1.0,11.0,23.0,23.0,11.0,1.0,23.0,45.0,11.0,23.0,23.0,23.0,23.0,45.0,1.0,23.0,11.0,1.0,45.0
34,35,1,Seller,High,Low,0,12.0,20.0,37.0,37.0,37.0,37.0,20.0,48.0,20.0,48.0,20.0,48.0,37.0,12.0,37.0,12.0,20.0,20.0,20.0,48.0
35,36,3,Seller,Low,High,0,9.0,29.0,42.0,9.0,9.0,42.0,42.0,9.0,9.0,29.0,9.0,25.0,25.0,42.0,9.0,42.0,9.0,9.0,29.0,9.0
36,37,1,Buyer,High,High,53,41.0,2.0,35.0,35.0,35.0,35.0,21.0,21.0,2.0,21.0,41.0,21.0,35.0,2.0,35.0,41.0,21.0,41.0,2.0,2.0
37,38,6,Seller,Low,High,0,13.0,30.0,5.0,8.0,13.0,30.0,5.0,8.0,8.0,13.0,13.0,13.0,13.0,30.0,30.0,8.0,5.0,13.0,5.0,30.0
38,39,5,Buyer,High,Low,71,26.0,22.0,26.0,22.0,26.0,32.0,22.0,26.0,22.0,46.0,22.0,46.0,46.0,32.0,22.0,26.0,22.0,26.0,26.0,46.0
39,40,4,Buyer,High,High,82,18.0,28.0,24.0,44.0,18.0,44.0,24.0,28.0,18.0,44.0,28.0,18.0,24.0,18.0,28.0,28.0,28.0,44.0,28.0,44.0
40,41,1,Seller,Low,Low,0,37.0,12.0,20.0,20.0,12.0,20.0,48.0,12.0,48.0,20.0,37.0,20.0,12.0,20.0,12.0,37.0,48.0,37.0,12.0,20.0
41,42,3,Buyer,High,Low,73,6.0,15.0,36.0,4.0,15.0,36.0,36.0,15.0,4.0,4.0,4.0,4.0,6.0,36.0,6.0,36.0,4.0,15.0,4.0,15.0
42,43,2,Buyer,Low,High,14,1.0,23.0,45.0,1.0,1.0,23.0,23.0,1.0,11.0,23.0,45.0,45.0,11.0,45.0,11.0,11.0,45.0,45.0,11.0,11.0
43,44,4,Seller,Low,High,0,19.0,19.0,19.0,40.0,16.0,40.0,19.0,16.0,16.0,40.0,16.0,10.0,19.0,10.0,10.0,16.0,10.0,40.0,19.0,40.0
44,45,2,Seller,High,Low,0,34.0,14.0,43.0,14.0,14.0,14.0,3.0,14.0,34.0,14.0,43.0,43.0,3.0,43.0,34.0,3.0,43.0,43.0,14.0,34.0
45,46,5,Seller,Low,High,0,17.0,33.0,33.0,33.0,33.0,47.0,33.0,33.0,47.0,39.0,17.0,39.0,39.0,33.0,47.0,47.0,33.0,17.0,33.0,39.0
46,47,5,Buyer,Low,Low,35,22.0,26.0,32.0,26.0,22.0,46.0,26.0,32.0,46.0,22.0,32.0,32.0,22.0,26.0,46.0,46.0,32.0,22.0,22.0,22.0
47,48,1,Buyer,Low,High,31,2.0,21.0,21.0,21.0,21.0,2.0,41.0,35.0,41.0,35.0,21.0,35.0,21.0,21.0,21.0,21.0,41.0,21.0,21.0,35.0
