,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
30,31,2,Buyer,Low,Low,88,43.0,43.0,43.0,8.0,56.0,36.0,8.0,8.0,8.0,56.0,8.0,8.0,56.0,8.0,56.0,36.0,56.0,56.0,36.0,43.0
31,32,2,Buyer,Low,High,14,8.0,56.0,8.0,36.0,8.0,43.0,56.0,43.0,36.0,43.0,36.0,43.0,43.0,43.0,43.0,43.0,8.0,36.0,56.0,8.0
32,33,7,Buyer,Low,Low,57,12.0,12.0,12.0,13.0,59.0,13.0,13.0,55.0,55.0,13.0,13.0,13.0,12.0,13.0,12.0,59.0,55.0,55.0,13.0,59.0
33,34,5,Seller,Low,High,0,57.0,18.0,18.0,46.0,46.0,17.0,57.0,46.0,17.0,46.0,57.0,46.0,46.0,18.0,57.0,46.0,17.0,57.0,46.0,46.0
34,35,1,Seller,High,Low,0,27.0,21.0,27.0,30.0,1.0,30.0,30.0,30.0,21.0,27.0,21.0,21.0,27.0,1.0,1.0,21.0,21.0,21.0,1.0,21.0
35,36,2,Seller,High,Low,0,6.0,6.0,42.0,32.0,6.0,31.0,42.0,42.0,32.0,42.0,32.0,6.0,42.0,6.0,42.0,31.0,6.0,32.0,31.0,42.0
36,37,6,Buyer,Low,High,28,47.0,23.0,23.0,23.0,54.0,23.0,23.0,54.0,23.0,16.0,54.0,16.0,54.0,54.0,23.0,54.0,47.0,23.0,54.0,16.0
37,38,8,Buyer,High,High,1,61.0,9.0,60.0,50.0,50.0,9.0,9.0,60.0,50.0,50.0,50.0,50.0,50.0,9.0,50.0,60.0,9.0,61.0,60.0,61.0
38,39,8,Buyer,Low,High,77,50.0,61.0,50.0,61.0,9.0,60.0,61.0,61.0,61.0,60.0,9.0,60.0,61.0,61.0,9.0,9.0,50.0,9.0,9.0,50.0
39,40,7,Buyer,High,Low,79,13.0,55.0,55.0,55.0,13.0,55.0,55.0,12.0,12.0,59.0,12.0,59.0,59.0,59.0,59.0,12.0,59.0,13.0,55.0,55.0
40,41,1,Seller,High,High,0,21.0,27.0,30.0,21.0,30.0,1.0,21.0,27.0,30.0,21.0,30.0,27.0,1.0,30.0,21.0,27.0,30.0,1.0,27.0,27.0
41,42,2,Buyer,Low,High,37,56.0,8.0,36.0,43.0,43.0,8.0,36.0,36.0,56.0,36.0,56.0,56.0,36.0,56.0,36.0,8.0,43.0,43.0,43.0,36.0
42,43,2,Seller,High,Low,0,31.0,31.0,31.0,42.0,42.0,32.0,6.0,32.0,6.0,32.0,6.0,32.0,32.0,32.0,32.0,32.0,42.0,42.0,42.0,31.0
43,44,3,Seller,High,High,0,10.0,10.0,10.0,45.0,63.0,20.0,10.0,10.0,20.0,10.0,45.0,10.0,63.0,20.0,20.0,10.0,20.0,10.0,63.0,20.0
44,45,3,Buyer,Low,Low,58,26.0,7.0,26.0,44.0,26.0,26.0,14.0,26.0,26.0,26.0,44.0,26.0,7.0,26.0,26.0,26.0,26.0,26.0,14.0,26.0
45,46,5,Buyer,High,Low,46,58.0,22.0,29.0,34.0,34.0,22.0,58.0,34.0,29.0,34.0,29.0,34.0,34.0,58.0,58.0,34.0,29.0,22.0,34.0,34.0
46,47,6,Seller,High,Low,0,37.0,51.0,2.0,51.0,51.0,11.0,11.0,11.0,51.0,11.0,11.0,51.0,2.0,2.0,51.0,51.0,37.0,11.0,11.0,11.0
47,48,4,Buyer,High,High,8,3.0,53.0,25.0,28.0,53.0,28.0,25.0,28.0,3.0,53.0,25.0,25.0,25.0,28.0,3.0,25.0,28.0,25.0,28.0,53.0
48,49,8,Buyer,Low,Low,86,9.0,60.0,9.0,60.0,60.0,61.0,50.0,9.0,9.0,9.0,60.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,50.0,9.0
49,50,8,Seller,High,Low,0,39.0,24.0,39.0,38.0,38.0,24.0,49.0,24.0,38.0,38.0,38.0,38.0,38.0,24.0,38.0,24.0,39.0,24.0,49.0,39.0
50,51,6,Buyer,High,High,73,54.0,47.0,54.0,47.0,47.0,16.0,16.0,23.0,47.0,54.0,23.0,47.0,23.0,23.0,47.0,47.0,54.0,16.0,23.0,54.0
51,52,1,Seller,High,High,0,1.0,30.0,1.0,1.0,27.0,27.0,1.0,21.0,27.0,1.0,1.0,1.0,21.0,21.0,27.0,1.0,1.0,30.0,21.0,1.0
52,53,4,Seller,Low,High,0,5.0,48.0,4.0,19.0,48.0,19.0,19.0,5.0,4.0,48.0,19.0,4.0,5.0,4.0,5.0,5.0,19.0,4.0,4.0,48.0
53,54,6,Seller,Low,Low,0,51.0,11.0,51.0,2.0,37.0,2.0,2.0,37.0,11.0,51.0,37.0,11.0,37.0,37.0,2.0,37.0,51.0,2.0,37.0,51.0
54,55,7,Seller,High,High,0,62.0,40.0,40.0,40.0,15.0,40.0,40.0,33.0,33.0,15.0,62.0,15.0,15.0,62.0,15.0,62.0,33.0,33.0,40.0,40.0
55,56,2,Seller,Low,High,0,42.0,32.0,6.0,6.0,31.0,6.0,32.0,6.0,42.0,31.0,42.0,42.0,31.0,42.0,31.0,6.0,31.0,31.0,32.0,6.0
56,57,5,Buyer,Low,High,83,34.0,29.0,58.0,29.0,22.0,58.0,34.0,29.0,22.0,29.0,34.0,22.0,22.0,29.0,34.0,22.0,58.0,34.0,22.0,22.0
57,58,5,Seller,High,Low,0,46.0,17.0,57.0,17.0,17.0,57.0,46.0,18.0,18.0,17.0,17.0,17.0,18.0,46.0,46.0,17.0,57.0,18.0,18.0,18.0
58,59,7,Seller,Low,Low,0,15.0,15.0,15.0,15.0,33.0,62.0,15.0,15.0,15.0,40.0,15.0,40.0,40.0,40.0,40.0,33.0,40.0,62.0,15.0,33.0
59,60,8,Seller,Low,Low,0,24.0,49.0,38.0,49.0,49.0,39.0,24.0,38.0,24.0,39.0,49.0,39.0,49.0,49.0,49.0,38.0,49.0,49.0,38.0,24.0
60,61,8,Seller,Low,Low,0,38.0,39.0,24.0,39.0,24.0,49.0,39.0,39.0,39.0,24.0,24.0,49.0,39.0,39.0,24.0,49.0,24.0,38.0,24.0,38.0
61,62,7,Buyer,High,High,91,55.0,13.0,13.0,12.0,12.0,59.0,12.0,13.0,13.0,12.0,55.0,12.0,13.0,55.0,13.0,55.0,13.0,59.0,12.0,13.0
62,63,3,Buyer,High,Low,85,14.0,14.0,14.0,26.0,44.0,14.0,7.0,14.0,7.0,14.0,26.0,14.0,44.0,14.0,7.0,14.0,14.0,14.0,44.0,7.0
63,64,1,Seller,Low,High,0,30.0,1.0,21.0,27.0,21.0,21.0,27.0,1.0,1.0,30.0,27.0,30.0,30.0,27.0,30.0,30.0,27.0,27.0,30.0,30.0
