,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
21,22,2,Seller,High,High,0,15.0,29.0,29.0,23.0,29.0,15.0,23.0,23.0,26.0,29.0,29.0,23.0,26.0,29.0,23.0,15.0,29.0,29.0,26.0,15.0
22,23,2,Buyer,High,Low,32,8.0,11.0,18.0,22.0,8.0,8.0,22.0,22.0,18.0,11.0,11.0,22.0,11.0,8.0,22.0,11.0,8.0,8.0,11.0,8.0
23,24,3,Seller,High,Low,0,13.0,32.0,5.0,5.0,1.0,5.0,5.0,32.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,13.0,5.0,13.0
24,25,1,Buyer,Low,Low,79,17.0,12.0,12.0,28.0,28.0,12.0,28.0,17.0,30.0,30.0,12.0,12.0,28.0,28.0,28.0,30.0,12.0,12.0,12.0,28.0
25,26,2,Buyer,Low,High,79,11.0,8.0,8.0,18.0,11.0,11.0,11.0,18.0,22.0,8.0,18.0,18.0,22.0,18.0,18.0,18.0,18.0,11.0,22.0,18.0
26,27,4,Buyer,Low,Low,91,4.0,4.0,31.0,4.0,10.0,4.0,4.0,19.0,4.0,10.0,19.0,31.0,10.0,10.0,4.0,10.0,10.0,19.0,4.0,31.0
27,28,1,Seller,High,High,0,2.0,6.0,20.0,25.0,25.0,6.0,25.0,6.0,20.0,20.0,2.0,6.0,25.0,25.0,25.0,6.0,2.0,2.0,20.0,25.0
28,29,2,Buyer,High,Low,82,18.0,22.0,22.0,8.0,22.0,18.0,8.0,11.0,8.0,22.0,22.0,11.0,18.0,22.0,11.0,8.0,22.0,22.0,8.0,11.0
29,30,1,Seller,Low,High,0,6.0,20.0,2.0,2.0,6.0,20.0,6.0,20.0,25.0,25.0,20.0,20.0,20.0,6.0,2.0,25.0,20.0,20.0,6.0,20.0
30,31,4,Seller,Low,High,0,7.0,21.0,27.0,3.0,3.0,3.0,21.0,7.0,7.0,21.0,7.0,27.0,21.0,21.0,21.0,7.0,3.0,3.0,21.0,27.0
31,32,3,Buyer,Low,High,92,14.0,24.0,16.0,9.0,16.0,14.0,14.0,24.0,14.0,16.0,14.0,16.0,14.0,9.0,14.0,14.0,14.0,14.0,14.0,9.0
