,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
12,13,6,Seller,Low,Low,0,5.0,5.0,39.0,12.0,39.0,39.0,33.0,33.0,5.0,39.0,12.0,33.0,39.0,39.0,33.0,5.0,12.0,5.0,5.0,39.0
13,14,3,Seller,Low,Low,0,53.0,45.0,29.0,45.0,45.0,45.0,31.0,31.0,53.0,29.0,45.0,45.0,53.0,53.0,45.0,45.0,29.0,29.0,31.0,45.0
14,15,4,Buyer,Low,High,32,24.0,41.0,41.0,48.0,48.0,7.0,41.0,7.0,48.0,41.0,7.0,7.0,41.0,7.0,24.0,24.0,48.0,7.0,7.0,41.0
15,16,7,Seller,Low,High,0,17.0,44.0,43.0,43.0,17.0,17.0,17.0,17.0,37.0,43.0,43.0,37.0,43.0,44.0,43.0,37.0,17.0,17.0,43.0,17.0
16,17,7,Buyer,High,Low,50,16.0,30.0,35.0,47.0,16.0,16.0,16.0,16.0,47.0,30.0,35.0,30.0,47.0,30.0,35.0,30.0,16.0,16.0,30.0,16.0
17,18,1,Buyer,Low,High,91,22.0,22.0,22.0,25.0,25.0,25.0,49.0,25.0,25.0,49.0,25.0,25.0,49.0,22.0,28.0,49.0,25.0,49.0,22.0,49.0
18,19,1,Buyer,High,High,82,49.0,28.0,28.0,22.0,22.0,22.0,28.0,28.0,22.0,28.0,28.0,28.0,22.0,25.0,22.0,22.0,49.0,28.0,25.0,22.0
19,20,5,Buyer,Low,Low,43,51.0,50.0,9.0,51.0,50.0,51.0,50.0,55.0,55.0,9.0,50.0,50.0,55.0,51.0,51.0,55.0,9.0,9.0,55.0,55.0
20,21,4,Buyer,High,High,79,7.0,48.0,24.0,24.0,7.0,24.0,24.0,48.0,24.0,48.0,48.0,24.0,48.0,41.0,7.0,41.0,41.0,41.0,24.0,7.0
21,22,1,Seller,High,High,0,18.0,18.0,18.0,19.0,19.0,19.0,4.0,40.0,19.0,4.0,40.0,40.0,19.0,18.0,19.0,19.0,4.0,40.0,18.0,19.0
22,23,3,Seller,High,Low,0,31.0,53.0,31.0,31.0,31.0,53.0,53.0,45.0,31.0,53.0,53.0,29.0,45.0,31.0,53.0,31.0,45.0,31.0,29.0,53.0
23,24,4,Seller,Low,Low,0,15.0,26.0,21.0,21.0,26.0,21.0,21.0,26.0,21.0,26.0,6.0,21.0,26.0,26.0,15.0,15.0,6.0,6.0,21.0,26.0
24,25,1,Seller,High,High,0,4.0,40.0,40.0,18.0,18.0,18.0,40.0,18.0,18.0,40.0,18.0,18.0,4.0,19.0,40.0,40.0,18.0,4.0,19.0,40.0
25,26,4,Buyer,Low,Low,43,48.0,24.0,48.0,41.0,24.0,48.0,7.0,24.0,41.0,24.0,41.0,41.0,24.0,24.0,41.0,48.0,7.0,48.0,41.0,24.0
26,27,2,Seller,High,Low,0,32.0,32.0,8.0,32.0,32.0,34.0,32.0,34.0,32.0,34.0,34.0,34.0,32.0,8.0,8.0,36.0,8.0,8.0,36.0,32.0
27,28,1,Seller,High,Low,0,40.0,19.0,19.0,4.0,4.0,4.0,19.0,19.0,40.0,19.0,19.0,19.0,40.0,40.0,18.0,4.0,40.0,19.0,4.0,4.0
28,29,3,Buyer,High,Low,79,46.0,46.0,14.0,2.0,2.0,46.0,2.0,2.0,2.0,14.0,2.0,23.0,2.0,2.0,46.0,2.0,14.0,14.0,23.0,46.0
29,30,7,Seller,High,High,0,37.0,17.0,44.0,44.0,37.0,44.0,37.0,44.0,43.0,17.0,44.0,17.0,37.0,17.0,44.0,17.0,43.0,37.0,17.0,37.0
30,31,3,Buyer,Low,High,80,23.0,2.0,23.0,23.0,23.0,2.0,14.0,14.0,23.0,46.0,46.0,2.0,46.0,23.0,2.0,23.0,46.0,23.0,14.0,2.0
31,32,2,Buyer,Low,Low,30,27.0,27.0,54.0,27.0,27.0,54.0,27.0,42.0,27.0,54.0,54.0,42.0,27.0,1.0,54.0,54.0,1.0,54.0,1.0,27.0
32,33,6,Buyer,High,Low,86,56.0,11.0,52.0,56.0,11.0,52.0,13.0,13.0,56.0,56.0,11.0,13.0,56.0,11.0,13.0,52.0,56.0,56.0,11.0,11.0
33,34,2,Buyer,Low,Low,36,54.0,1.0,1.0,1.0,1.0,27.0,42.0,27.0,1.0,27.0,27.0,27.0,54.0,54.0,42.0,42.0,54.0,1.0,54.0,54.0
34,35,7,Seller,Low,High,0,43.0,43.0,17.0,37.0,43.0,37.0,43.0,37.0,44.0,37.0,17.0,44.0,44.0,43.0,17.0,43.0,37.0,43.0,37.0,44.0
35,36,2,Buyer,Low,Low,70,42.0,54.0,42.0,42.0,42.0,42.0,1.0,54.0,54.0,1.0,1.0,54.0,42.0,42.0,1.0,27.0,42.0,42.0,27.0,1.0
36,37,7,Buyer,High,Low,72,30.0,47.0,47.0,35.0,30.0,35.0,30.0,35.0,16.0,35.0,47.0,16.0,30.0,47.0,47.0,16.0,35.0,30.0,35.0,30.0
37,38,5,Buyer,Low,High,55,9.0,51.0,55.0,55.0,55.0,50.0,9.0,9.0,50.0,50.0,9.0,55.0,51.0,50.0,55.0,51.0,50.0,50.0,50.0,51.0
38,39,6,Buyer,High,Low,21,52.0,56.0,13.0,11.0,13.0,13.0,11.0,52.0,11.0,13.0,56.0,56.0,13.0,13.0,11.0,56.0,11.0,52.0,56.0,13.0
39,40,1,Buyer,Low,Low,13,28.0,25.0,25.0,49.0,49.0,49.0,25.0,22.0,28.0,25.0,22.0,22.0,28.0,28.0,25.0,25.0,28.0,22.0,49.0,25.0
40,41,4,Seller,Low,High,0,6.0,15.0,15.0,26.0,6.0,6.0,15.0,6.0,26.0,15.0,26.0,26.0,15.0,21.0,26.0,21.0,21.0,21.0,26.0,15.0
41,42,2,Seller,Low,High,0,36.0,8.0,36.0,36.0,36.0,36.0,34.0,32.0,8.0,8.0,8.0,32.0,36.0,36.0,34.0,34.0,36.0,36.0,8.0,8.0
42,43,7,Buyer,High,Low,84,35.0,35.0,16.0,16.0,35.0,47.0,35.0,47.0,30.0,16.0,16.0,47.0,16.0,35.0,16.0,35.0,30.0,35.0,16.0,47.0
43,44,7,Buyer,Low,Low,56,47.0,16.0,30.0,30.0,47.0,30.0,47.0,30.0,35.0,47.0,30.0,35.0,35.0,16.0,30.0,47.0,47.0,47.0,47.0,35.0
44,45,3,Buyer,Low,High,35,2.0,14.0,46.0,14.0,14.0,14.0,46.0,23.0,46.0,2.0,14.0,14.0,23.0,46.0,14.0,14.0,23.0,46.0,2.0,14.0
45,46,3,Seller,High,Low,0,29.0,29.0,45.0,53.0,53.0,29.0,45.0,53.0,45.0,31.0,31.0,53.0,31.0,45.0,29.0,53.0,31.0,45.0,53.0,29.0
46,47,7,Seller,Low,High,0,44.0,37.0,37.0,17.0,44.0,43.0,44.0,43.0,17.0,44.0,37.0,43.0,17.0,37.0,37.0,44.0,44.0,44.0,44.0,43.0
47,48,4,Seller,High,High,0,26.0,21.0,26.0,15.0,15.0,26.0,6.0,21.0,15.0,21.0,21.0,6.0,21.0,6.0,6.0,26.0,15.0,26.0,6.0,6.0
48,49,1,Seller,Low,Low,0,19.0,4.0,4.0,40.0,40.0,40.0,18.0,4.0,4.0,18.0,4.0,4.0,18.0,4.0,4.0,18.0,19.0,18.0,40.0,18.0
49,50,5,Seller,High,Low,0,10.0,20.0,3.0,3.0,20.0,38.0,20.0,3.0,38.0,38.0,20.0,20.0,10.0,38.0,3.0,10.0,38.0,38.0,38.0,3.0
50,51,5,Seller,High,High,0,20.0,38.0,10.0,20.0,3.0,20.0,3.0,10.0,10.0,10.0,10.0,3.0,38.0,20.0,20.0,38.0,10.0,10.0,3.0,38.0
51,52,6,Seller,Low,High,0,39.0,12.0,33.0,5.0,5.0,33.0,5.0,39.0,12.0,12.0,5.0,12.0,12.0,5.0,12.0,33.0,5.0,39.0,12.0,12.0
52,53,3,Buyer,Low,High,59,14.0,23.0,2.0,46.0,46.0,23.0,23.0,46.0,14.0,23.0,23.0,46.0,14.0,14.0,23.0,46.0,2.0,2.0,46.0,23.0
53,54,2,Seller,High,High,0,34.0,36.0,32.0,8.0,8.0,32.0,8.0,36.0,36.0,32.0,32.0,36.0,34.0,34.0,32.0,32.0,34.0,32.0,34.0,34.0
54,55,5,Seller,Low,Low,0,3.0,3.0,38.0,38.0,38.0,10.0,10.0,20.0,20.0,3.0,3.0,38.0,20.0,3.0,38.0,20.0,3.0,3.0,20.0,20.0
55,56,6,Seller,High,Low,0,33.0,39.0,12.0,33.0,12.0,5.0,12.0,12.0,33.0,33.0,39.0,39.0,33.0,12.0,5.0,39.0,33.0,33.0,39.0,5.0
