,Participant_ID,Group_ID,Role,TA_Treatment,Delay_Treatment,Valuation,Match_Round_1,Match_Round_2,Match_Round_3,Match_Round_4,Match_Round_5,Match_Round_6,Match_Round_7,Match_Round_8,Match_Round_9,Match_Round_10,Match_Round_11,Match_Round_12,Match_Round_13,Match_Round_14,Match_Round_15,Match_Round_16,Match_Round_17,Match_Round_18,Match_Round_19,Match_Round_20
53,54,2,Buyer,High,High,82,63.0,46.0,63.0,46.0,45.0,63.0,46.0,50.0,46.0,50.0,46.0,46.0,63.0,63.0,50.0,63.0,46.0,63.0,50.0,50.0
54,55,8,Buyer,Low,Low,35,43.0,7.0,13.0,22.0,22.0,22.0,13.0,7.0,7.0,22.0,43.0,7.0,22.0,43.0,22.0,22.0,43.0,7.0,13.0,13.0
55,56,1,Seller,Low,Low,0,72.0,72.0,72.0,69.0,34.0,6.0,34.0,6.0,34.0,6.0,6.0,72.0,69.0,6.0,6.0,69.0,6.0,72.0,6.0,6.0
56,57,6,Buyer,Low,High,14,59.0,42.0,14.0,4.0,59.0,14.0,4.0,42.0,14.0,59.0,14.0,59.0,4.0,59.0,4.0,42.0,4.0,4.0,59.0,14.0
57,58,5,Seller,High,High,0,29.0,29.0,53.0,21.0,39.0,21.0,39.0,29.0,29.0,21.0,39.0,39.0,53.0,21.0,39.0,53.0,53.0,21.0,29.0,53.0
58,59,6,Seller,Low,High,0,57.0,48.0,12.0,68.0,57.0,68.0,48.0,68.0,68.0,57.0,12.0,57.0,68.0,57.0,48.0,68.0,48.0,12.0,57.0,12.0
59,60,5,Seller,Low,High,0,53.0,53.0,21.0,29.0,21.0,39.0,21.0,39.0,39.0,53.0,21.0,29.0,21.0,29.0,21.0,21.0,21.0,39.0,21.0,29.0
60,61,8,Buyer,High,Low,27,7.0,13.0,7.0,7.0,7.0,13.0,22.0,13.0,22.0,13.0,13.0,22.0,7.0,22.0,13.0,7.0,7.0,43.0,22.0,22.0
61,62,4,Seller,Low,High,0,28.0,28.0,51.0,28.0,51.0,23.0,28.0,28.0,52.0,23.0,52.0,52.0,23.0,52.0,23.0,51.0,52.0,51.0,52.0,51.0
62,63,2,Seller,High,Low,0,54.0,9.0,54.0,9.0,9.0,54.0,11.0,11.0,9.0,9.0,10.0,9.0,54.0,54.0,9.0,54.0,10.0,54.0,10.0,11.0
63,64,9,Buyer,Low,Low,83,19.0,19.0,70.0,32.0,19.0,70.0,70.0,70.0,70.0,70.0,19.0,32.0,70.0,49.0,70.0,70.0,49.0,32.0,32.0,32.0
64,65,7,Buyer,Low,High,78,25.0,27.0,27.0,27.0,27.0,2.0,27.0,2.0,26.0,2.0,2.0,26.0,25.0,27.0,25.0,26.0,26.0,25.0,2.0,27.0
65,66,9,Buyer,Low,High,92,70.0,32.0,19.0,19.0,32.0,19.0,49.0,49.0,19.0,19.0,32.0,19.0,32.0,70.0,32.0,32.0,32.0,70.0,70.0,49.0
66,67,1,Seller,High,High,0,69.0,69.0,69.0,6.0,69.0,34.0,69.0,72.0,72.0,72.0,69.0,34.0,6.0,34.0,34.0,6.0,72.0,34.0,69.0,69.0
67,68,6,Buyer,Low,Low,21,42.0,14.0,4.0,59.0,14.0,59.0,14.0,59.0,59.0,42.0,42.0,14.0,59.0,14.0,14.0,59.0,14.0,42.0,4.0,4.0
68,69,1,Buyer,Low,High,53,67.0,67.0,67.0,56.0,67.0,35.0,67.0,35.0,20.0,35.0,67.0,35.0,56.0,35.0,35.0,56.0,35.0,20.0,67.0,67.0
69,70,9,Seller,High,Low,0,66.0,17.0,64.0,36.0,17.0,64.0,64.0,64.0,64.0,64.0,36.0,17.0,64.0,66.0,64.0,64.0,17.0,66.0,66.0,17.0
70,71,7,Buyer,High,Low,71,26.0,26.0,25.0,2.0,25.0,27.0,2.0,26.0,25.0,26.0,27.0,2.0,27.0,26.0,27.0,25.0,25.0,27.0,25.0,26.0
71,72,1,Buyer,High,High,34,56.0,56.0,56.0,35.0,35.0,20.0,35.0,67.0,67.0,67.0,35.0,56.0,20.0,20.0,20.0,20.0,67.0,56.0,20.0,35.0
